Episode,Success,Collision,Mean Success,Mean Collision,Rolling Mean Success,Rolling Mean Collision
2834,15,0,9.743915344,5.256084656,12.82550336,2.174496644
2835,9,6,9.743653032,5.256346968,12.82550336,2.174496644
2836,14,1,9.745153331,5.254846669,12.81879195,2.181208054
2837,15,0,9.747004933,5.252995067,12.81879195,2.181208054
2838,9,6,9.74674181,5.25325819,12.77852349,2.22147651
2839,11,4,9.747183099,5.252816901,12.75167785,2.248322148
2840,13,2,9.748328054,5.251671946,12.73825503,2.261744966
2841,9,6,9.748064743,5.251935257,12.7114094,2.288590604
2842,9,6,9.747801618,5.252198382,12.67114094,2.32885906
2843,13,2,9.748945148,5.251054852,12.65771812,2.342281879
2844,10,5,9.749033392,5.250966608,12.62416107,2.375838926
2845,13,2,9.750175685,5.249824315,12.61073826,2.389261745
2846,11,4,9.750614682,5.249385318,12.58389262,2.416107383
2847,13,2,9.751755618,5.248244382,12.5704698,2.429530201
2848,15,0,9.753597754,5.246402246,12.58389262,2.416107383
2849,13,2,9.754736842,5.245263158,12.61073826,2.389261745
2850,15,0,9.75657664,5.24342336,12.66442953,2.33557047
2851,14,1,9.758064516,5.241935484,12.67114094,2.32885906
2852,13,2,9.759200841,5.240799159,12.65771812,2.342281879
2853,9,6,9.758934828,5.241065172,12.63087248,2.369127517
2854,13,2,9.760070053,5.239929947,12.6442953,2.355704698
2855,11,4,9.760504202,5.239495798,12.63087248,2.369127517
2856,11,4,9.760938047,5.239061953,12.6442953,2.355704698
2857,13,2,9.762071379,5.237928621,12.63087248,2.369127517
2858,11,4,9.762504372,5.237495628,12.61744966,2.382550336
2859,13,2,9.763636364,5.236363636,12.60402685,2.395973154
2860,11,4,9.764068508,5.235931492,12.57718121,2.422818792
2861,11,4,9.764500349,5.235499651,12.56375839,2.436241611
2862,13,2,9.765630458,5.234369542,12.56375839,2.436241611
2863,9,6,9.765363128,5.234636872,12.52348993,2.476510067
2864,11,4,9.765794066,5.234205934,12.4966443,2.503355705
2865,13,2,9.76692254,5.23307746,12.48322148,2.516778523
2866,15,0,9.76874782,5.23125218,12.48322148,2.516778523
2867,11,4,9.769177127,5.230822873,12.45637584,2.543624161
2868,11,4,9.769606135,5.230393865,12.46979866,2.530201342
2869,15,0,9.771428571,5.228571429,12.4966443,2.503355705
2870,15,0,9.773249739,5.226750261,12.4966443,2.503355705
2871,13,2,9.774373259,5.225626741,12.51006711,2.489932886
2872,13,2,9.775495997,5.224504003,12.51006711,2.489932886
2873,15,0,9.777313848,5.222686152,12.52348993,2.476510067
2874,13,2,9.778434783,5.221565217,12.51006711,2.489932886
2875,15,0,9.780250348,5.219749652,12.52348993,2.476510067
2876,13,2,9.781369482,5.218630518,12.53691275,2.463087248
2877,11,4,9.781792912,5.218207088,12.51006711,2.489932886
2878,9,6,9.781521362,5.218478638,12.48322148,2.516778523
2879,15,0,9.783333333,5.216666667,12.4966443,2.503355705
2880,15,0,9.785144047,5.214855953,12.52348993,2.476510067
2881,11,4,9.785565579,5.214434421,12.51006711,2.489932886
2882,15,0,9.787374263,5.212625737,12.51006711,2.489932886
2883,11,4,9.78779473,5.21220527,12.4966443,2.503355705
2884,13,2,9.788908146,5.211091854,12.4966443,2.503355705
2885,13,2,9.79002079,5.20997921,12.4966443,2.503355705
2886,11,4,9.790439903,5.209560097,12.4966443,2.503355705
2887,11,4,9.790858726,5.209141274,12.4966443,2.503355705
2888,13,2,9.79196954,5.20803046,12.51006711,2.489932886
2889,11,4,9.792387543,5.207612457,12.53691275,2.463087248
2890,7,8,9.791421653,5.208578347,12.4966443,2.503355705
2891,11,4,9.791839557,5.208160443,12.4966443,2.503355705
2892,11,4,9.792257172,5.207742828,12.51006711,2.489932886
2893,13,2,9.793365584,5.206634416,12.4966443,2.503355705
2894,13,2,9.79447323,5.20552677,12.51006711,2.489932886
2895,13,2,9.79558011,5.20441989,12.51006711,2.489932886
2896,13,2,9.796686227,5.203313773,12.51006711,2.489932886
2897,11,4,9.797101449,5.202898551,12.4966443,2.503355705
2898,11,4,9.797516385,5.202483615,12.4966443,2.503355705
2899,9,6,9.797241379,5.202758621,12.48322148,2.516778523
2900,15,0,9.799034816,5.200965184,12.4966443,2.503355705
2901,13,2,9.800137836,5.199862164,12.4966443,2.503355705
2902,7,8,9.799173269,5.200826731,12.46979866,2.530201342
2903,9,6,9.798898072,5.201101928,12.45637584,2.543624161
2904,9,6,9.798623064,5.201376936,12.45637584,2.543624161
2905,13,2,9.799724708,5.200275292,12.48322148,2.516778523
2906,13,2,9.800825593,5.199174407,12.46979866,2.530201342
2907,13,2,9.801925722,5.198074278,12.46979866,2.530201342
2908,13,2,9.803025095,5.196974905,12.46979866,2.530201342
2909,11,4,9.803436426,5.196563574,12.46979866,2.530201342
2910,9,6,9.803160426,5.196839574,12.4295302,2.570469799
2911,9,6,9.802884615,5.197115385,12.41610738,2.583892617
2912,13,2,9.803982149,5.196017851,12.40268456,2.597315436
2913,13,2,9.805078929,5.194921071,12.40268456,2.597315436
2914,9,6,9.804802744,5.195197256,12.37583893,2.624161074
2915,13,2,9.805898491,5.194101509,12.36241611,2.637583893
2916,13,2,9.806993486,5.193006514,12.34899329,2.651006711
2917,11,4,9.80740233,5.19259767,12.33557047,2.66442953
2918,9,6,9.807125728,5.192874272,12.32214765,2.677852349
2919,11,4,9.807534247,5.192465753,12.34899329,2.651006711
2920,11,4,9.807942485,5.192057515,12.33557047,2.66442953
2921,13,2,9.809034908,5.190965092,12.33557047,2.66442953
2922,15,0,9.810810811,5.189189189,12.34899329,2.651006711
2923,11,4,9.81121751,5.18878249,12.33557047,2.66442953
2924,11,4,9.811623932,5.188376068,12.32214765,2.677852349
2925,15,0,9.813397129,5.186602871,12.32214765,2.677852349
2926,14,1,9.814827468,5.185172532,12.32885906,2.67114094
2927,11,4,9.81523224,5.18476776,12.30201342,2.697986577
2928,7,8,9.814271082,5.185728918,12.26174497,2.738255034
2929,13,2,9.815358362,5.184641638,12.27516779,2.724832215
2930,13,2,9.816444899,5.183555101,12.26174497,2.738255034
2931,9,6,9.816166439,5.183833561,12.24832215,2.751677852
2932,11,4,9.816570065,5.183429935,12.23489933,2.765100671
2933,11,4,9.816973415,5.183026585,12.22147651,2.77852349
2934,15,0,9.818739353,5.181260647,12.23489933,2.765100671
2935,15,0,9.820504087,5.179495913,12.24832215,2.751677852
2936,13,2,9.821586653,5.178413347,12.26174497,2.738255034
2937,15,0,9.823349217,5.176650783,12.27516779,2.724832215
2938,9,6,9.823069071,5.176930929,12.24832215,2.751677852
2939,13,2,9.82414966,5.17585034,12.27516779,2.724832215
2940,13,2,9.825229514,5.174770486,12.26174497,2.738255034
2941,15,0,9.826988443,5.173011557,12.30201342,2.697986577
2942,9,6,9.826707441,5.173292559,12.27516779,2.724832215
2943,13,2,9.827785326,5.172214674,12.26174497,2.738255034
2944,11,4,9.828183362,5.171816638,12.23489933,2.765100671
2945,11,4,9.828581127,5.171418873,12.20805369,2.791946309
2946,11,4,9.828978622,5.171021378,12.22147651,2.77852349
2947,11,4,9.829375848,5.170624152,12.19463087,2.805369128
2948,11,4,9.829772804,5.170227196,12.16778523,2.832214765
2949,11,4,9.830169492,5.169830508,12.1409396,2.859060403
2950,13,2,9.831243646,5.168756354,12.15436242,2.845637584
2951,11,4,9.831639566,5.168360434,12.16778523,2.832214765
2952,11,4,9.832035218,5.167964782,12.1409396,2.859060403
2953,15,0,9.833784699,5.166215301,12.19463087,2.805369128
2954,15,0,9.835532995,5.164467005,12.19463087,2.805369128
2955,13,2,9.836603518,5.163396482,12.18120805,2.818791946
2956,15,0,9.838349679,5.161650321,12.19463087,2.805369128
2957,9,6,9.838066261,5.161933739,12.15436242,2.845637584
2958,15,0,9.839810747,5.160189253,12.16778523,2.832214765
2959,7,8,9.838851351,5.161148649,12.11409396,2.88590604
2960,13,2,9.839918946,5.160081054,12.1409396,2.859060403
2961,15,0,9.84166104,5.15833896,12.1409396,2.859060403
2962,13,2,9.842726966,5.157273034,12.12751678,2.872483221
2963,15,0,9.844466937,5.155533063,12.15436242,2.845637584
2964,15,0,9.846205734,5.153794266,12.15436242,2.845637584
2965,13,2,9.847269049,5.152730951,12.15436242,2.845637584
2966,13,2,9.848331648,5.151668352,12.18120805,2.818791946
2967,11,4,9.848719677,5.151280323,12.15436242,2.845637584
2968,11,4,9.849107444,5.150892556,12.12751678,2.872483221
2969,7,8,9.848148148,5.151851852,12.0738255,2.926174497
2970,15,0,9.849882195,5.150117805,12.0738255,2.926174497
2971,11,4,9.850269179,5.149730821,12.10067114,2.899328859
2972,15,0,9.852001345,5.147998655,12.11409396,2.88590604
2973,13,2,9.853059852,5.146940148,12.1409396,2.859060403
2974,13,2,9.854117647,5.145882353,12.15436242,2.845637584
2975,15,0,9.855846774,5.144153226,12.18120805,2.818791946
2976,11,4,9.856231105,5.143768895,12.16778523,2.832214765
2977,11,4,9.856615178,5.143384822,12.15436242,2.845637584
2978,15,0,9.858341725,5.141658275,12.16778523,2.832214765
2979,15,0,9.860067114,5.139932886,12.16778523,2.832214765
2980,13,2,9.861120429,5.138879571,12.19463087,2.805369128
2981,11,4,9.861502347,5.138497653,12.16778523,2.832214765
2982,11,4,9.861884009,5.138115991,12.1409396,2.859060403
2983,9,6,9.861595174,5.138404826,12.10067114,2.899328859
2984,11,4,9.861976549,5.138023451,12.11409396,2.88590604
2985,11,4,9.862357669,5.137642331,12.09395973,2.906040268
2986,11,4,9.862738534,5.137261466,12.06711409,2.932885906
2987,15,0,9.864457831,5.135542169,12.10738255,2.89261745
2988,11,4,9.864837738,5.135162262,12.10738255,2.89261745
2989,13,2,9.865886288,5.134113712,12.10738255,2.89261745
2990,11,4,9.866265463,5.133734537,12.12080537,2.879194631
2991,15,0,9.867981283,5.132018717,12.16107383,2.838926174
2992,11,4,9.868359506,5.131640494,12.14765101,2.852348993
2993,15,0,9.87007348,5.12992652,12.18120805,2.818791946
2994,13,2,9.871118531,5.128881469,12.18120805,2.818791946
2995,13,2,9.872162884,5.127837116,12.19463087,2.805369128
2996,9,6,9.871871872,5.128128128,12.16778523,2.832214765
2997,7,8,9.870913943,5.129086057,12.11409396,2.88590604
2998,13,2,9.871957319,5.128042681,12.11409396,2.88590604
2999,15,0,9.873666667,5.126333333,12.11409396,2.88590604
3000,13,2,9.874708431,5.125291569,12.10738255,2.89261745
3001,13,2,9.8757495,5.1242505,12.10738255,2.89261745
3002,11,4,9.876123876,5.123876124,12.12080537,2.879194631
3003,15,0,9.877829561,5.122170439,12.13422819,2.865771812
3004,15,0,9.87953411,5.12046589,12.16107383,2.838926174
3005,13,2,9.880572189,5.119427811,12.17449664,2.825503356
3006,9,6,9.880279348,5.119720652,12.14765101,2.852348993
3007,11,4,9.880651596,5.119348404,12.14765101,2.852348993
3008,13,2,9.881688269,5.118311731,12.14765101,2.852348993
3009,13,2,9.882724252,5.117275748,12.16107383,2.838926174
3010,15,0,9.884423779,5.115576221,12.18791946,2.812080537
3011,11,4,9.884794157,5.115205843,12.17449664,2.825503356
3012,11,4,9.885164288,5.114835712,12.18791946,2.812080537
3013,13,2,9.886197744,5.113802256,12.20134228,2.798657718
3014,10,5,9.886235489,5.113764511,12.18120805,2.818791946
3015,15,0,9.887931034,5.112068966,12.18120805,2.818791946
3016,7,8,9.886973815,5.113026185,12.15436242,2.845637584
3017,15,0,9.888667992,5.111332008,12.18120805,2.818791946
3018,11,4,9.889036105,5.110963895,12.15436242,2.845637584
3019,13,2,9.890066225,5.109933775,12.1409396,2.859060403
3020,13,2,9.891095664,5.108904336,12.1409396,2.859060403
3021,13,2,9.892124421,5.107875579,12.1409396,2.859060403
3022,9,6,9.891829309,5.108170691,12.10067114,2.899328859
3023,13,2,9.892857143,5.107142857,12.10067114,2.899328859
3024,9,6,9.892561983,5.107438017,12.06040268,2.939597315
3025,11,4,9.892927958,5.107072042,12.04697987,2.953020134
3026,13,2,9.89395441,5.10604559,12.06040268,2.939597315
3027,13,2,9.894980185,5.105019815,12.08724832,2.912751678
3028,15,0,9.896665566,5.103334434,12.08724832,2.912751678
3029,15,0,9.898349835,5.101650165,12.08724832,2.912751678
3030,15,0,9.900032992,5.099967008,12.11409396,2.88590604
3031,15,0,9.90171504,5.09828496,12.11409396,2.88590604
3032,13,2,9.902736564,5.097263436,12.12751678,2.872483221
3033,9,6,9.902439024,5.097560976,12.10067114,2.899328859
3034,7,8,9.901482702,5.098517298,12.06040268,2.939597315
3035,11,4,9.901844532,5.098155468,12.06040268,2.939597315
3036,9,6,9.90154758,5.09845242,12.04697987,2.953020134
3037,13,2,9.902567479,5.097432521,12.04697987,2.953020134
3038,9,6,9.902270484,5.097729516,12.03355705,2.966442953
3039,7,8,9.901315789,5.098684211,12.03355705,2.966442953
3040,15,0,9.902992437,5.097007563,12.06040268,2.939597315
3041,13,2,9.904010519,5.095989481,12.0738255,2.926174497
3042,15,0,9.905685179,5.094314821,12.08724832,2.912751678
3043,15,0,9.907358739,5.092641261,12.10067114,2.899328859
3044,15,0,9.909031199,5.090968801,12.11409396,2.88590604
3045,15,0,9.910702561,5.089297439,12.12751678,2.872483221
3046,11,4,9.911060059,5.088939941,12.12751678,2.872483221
3047,11,4,9.911417323,5.088582677,12.12751678,2.872483221
3048,15,0,9.913086258,5.086913742,12.16778523,2.832214765
3049,15,0,9.914754098,5.085245902,12.16778523,2.832214765
3050,15,0,9.916420846,5.083579154,12.18120805,2.818791946
3051,11,4,9.916775885,5.083224115,12.20805369,2.791946309
3052,13,2,9.917785784,5.082214216,12.23489933,2.765100671
3053,15,0,9.919449902,5.080550098,12.27516779,2.724832215
3054,11,4,9.919803601,5.080196399,12.26174497,2.738255034
3055,9,6,9.919502618,5.080497382,12.23489933,2.765100671
3056,13,2,9.920510304,5.079489696,12.23489933,2.765100671
3057,15,0,9.922171354,5.077828646,12.24832215,2.751677852
3058,15,0,9.923831317,5.076168683,12.27516779,2.724832215
3059,15,0,9.925490196,5.074509804,12.31543624,2.684563758
3060,11,4,9.925841228,5.074158772,12.32885906,2.67114094
3061,13,2,9.926845199,5.073154801,12.32885906,2.67114094
3062,15,0,9.928501469,5.071498531,12.34228188,2.657718121
3063,11,4,9.928851175,5.071148825,12.3557047,2.644295302
3064,13,2,9.929853181,5.070146819,12.3557047,2.644295302
3065,9,6,9.929549902,5.070450098,12.32885906,2.67114094
3066,11,4,9.929898924,5.070101076,12.32885906,2.67114094
3067,9,6,9.929595828,5.070404172,12.32885906,2.67114094
3068,11,4,9.929944607,5.070055393,12.32885906,2.67114094
3069,13,2,9.930944625,5.069055375,12.34228188,2.657718121
3070,9,6,9.930641485,5.069358515,12.31543624,2.684563758
3071,9,6,9.930338542,5.069661458,12.27516779,2.724832215
3072,9,6,9.930035796,5.069964204,12.26174497,2.738255034
3073,13,2,9.931034483,5.068965517,12.27516779,2.724832215
3074,11,4,9.931382114,5.068617886,12.24832215,2.751677852
3075,9,6,9.931079324,5.068920676,12.2147651,2.785234899
3076,15,0,9.932726682,5.067273318,12.24161074,2.758389262
3077,9,6,9.932423652,5.067576348,12.25503356,2.744966443
3078,7,8,9.931471257,5.068528743,12.2147651,2.785234899
3079,15,0,9.933116883,5.066883117,12.22818792,2.771812081
3080,13,2,9.934112301,5.065887699,12.25503356,2.744966443
3081,13,2,9.935107073,5.064892927,12.26845638,2.731543624
3082,11,4,9.935452481,5.064547519,12.26845638,2.731543624
3083,11,4,9.935797665,5.064202335,12.24161074,2.758389262
3084,7,8,9.934846029,5.065153971,12.18791946,2.812080537
3085,9,6,9.934543098,5.065456902,12.16107383,2.838926174
3086,11,4,9.934888241,5.065111759,12.13422819,2.865771812
3087,9,6,9.934585492,5.065414508,12.13422819,2.865771812
3088,13,2,9.935577857,5.064422143,12.13422819,2.865771812
3089,9,6,9.935275081,5.064724919,12.10738255,2.89261745
3090,11,4,9.935619541,5.064380459,12.08053691,2.919463087
3091,13,2,9.936610608,5.063389392,12.10738255,2.89261745
3092,11,4,9.936954413,5.063045587,12.09395973,2.906040268
3093,11,4,9.937297996,5.062702004,12.09395973,2.906040268
3094,13,2,9.938287561,5.061712439,12.10738255,2.89261745
3095,7,8,9.937338501,5.062661499,12.08053691,2.919463087
3096,11,4,9.937681627,5.062318373,12.08053691,2.919463087
3097,15,0,9.939315688,5.060684312,12.10738255,2.89261745
3098,15,0,9.940948693,5.059051307,12.13422819,2.865771812
3099,13,2,9.941935484,5.058064516,12.13422819,2.865771812
3100,15,0,9.943566591,5.056433409,12.16107383,2.838926174
3101,15,0,9.945196647,5.054803353,12.18791946,2.812080537
3102,15,0,9.946825653,5.053174347,12.18791946,2.812080537
3103,15,0,9.948453608,5.051546392,12.18791946,2.812080537
3104,13,2,9.949436393,5.050563607,12.18791946,2.812080537
3105,15,0,9.95106246,5.04893754,12.18791946,2.812080537
3106,14,1,9.952365626,5.047634374,12.22147651,2.77852349
3107,11,4,9.952702703,5.047297297,12.19463087,2.805369128
3108,13,2,9.953682856,5.046317144,12.23489933,2.765100671
3109,15,0,9.955305466,5.044694534,12.24832215,2.751677852
3110,13,2,9.956284153,5.043715847,12.23489933,2.765100671
3111,13,2,9.957262211,5.042737789,12.23489933,2.765100671
3112,15,0,9.958882107,5.041117893,12.23489933,2.765100671
3113,13,2,9.959858703,5.040141297,12.22147651,2.77852349
3114,15,0,9.961476726,5.038523274,12.23489933,2.765100671
3115,15,0,9.96309371,5.03690629,12.24832215,2.751677852
3116,15,0,9.964709657,5.035290343,12.27516779,2.724832215
3117,13,2,9.96568313,5.03431687,12.2885906,2.711409396
3118,11,4,9.966014748,5.033985252,12.31543624,2.684563758
3119,13,2,9.966987179,5.033012821,12.30201342,2.697986577
3120,15,0,9.968599808,5.031400192,12.32885906,2.67114094
3121,15,0,9.970211403,5.029788597,12.32885906,2.67114094
3122,13,2,9.971181556,5.028818444,12.32885906,2.67114094
3123,13,2,9.972151088,5.027848912,12.32885906,2.67114094
3124,12,3,9.9728,5.0272,12.30872483,2.691275168
3125,15,0,9.974408189,5.025591811,12.33557047,2.66442953
3126,15,0,9.97601535,5.02398465,12.36241611,2.637583893
3127,13,2,9.976982097,5.023017903,12.34899329,2.651006711
3128,9,6,9.976669863,5.023330137,12.30872483,2.691275168
3129,13,2,9.977635783,5.022364217,12.30872483,2.691275168
3130,13,2,9.978601086,5.021398914,12.32214765,2.677852349
3131,15,0,9.980204342,5.019795658,12.34899329,2.651006711
3132,15,0,9.981806575,5.018193425,12.38926174,2.610738255
3133,15,0,9.983407786,5.016592214,12.41610738,2.583892617
3134,9,6,9.983094099,5.016905901,12.40268456,2.597315436
3135,13,2,9.984056122,5.015943878,12.41610738,2.583892617
3136,13,2,9.985017533,5.014982467,12.40268456,2.597315436
3137,11,4,9.985340982,5.014659018,12.40268456,2.597315436
3138,11,4,9.985664224,5.014335776,12.38926174,2.610738255
3139,11,4,9.985987261,5.014012739,12.38926174,2.610738255
3140,13,2,9.986946832,5.013053168,12.37583893,2.624161074
3141,15,0,9.98854233,5.01145767,12.40268456,2.597315436
3142,9,6,9.988227808,5.011772192,12.36241611,2.637583893
3143,11,4,9.988549618,5.011450382,12.34899329,2.651006711
3144,15,0,9.990143084,5.009856916,12.36241611,2.637583893
3145,15,0,9.991735537,5.008264463,12.40268456,2.597315436
3146,9,6,9.9914204,5.0085796,12.41610738,2.583892617
3147,15,0,9.993011436,5.006988564,12.4295302,2.570469799
3148,11,4,9.993331216,5.006668784,12.40268456,2.597315436
3149,13,2,9.994285714,5.005714286,12.40268456,2.597315436
3150,13,2,9.995239606,5.004760394,12.40268456,2.597315436
3151,13,2,9.996192893,5.003807107,12.41610738,2.583892617
3152,13,2,9.997145576,5.002854424,12.40268456,2.597315436
3153,5,10,9.995561192,5.004438808,12.33557047,2.66442953
3154,15,0,9.997147385,5.002852615,12.34899329,2.651006711
3155,13,2,9.998098859,5.001901141,12.37583893,2.624161074
3156,13,2,9.999049731,5.000950269,12.38926174,2.610738255
3157,13,2,10,5,12.38926174,2.610738255
3158,13,2,10.00094967,4.999050332,12.38926174,2.610738255
3159,13,2,10.00189873,4.998101266,12.37583893,2.624161074
3160,15,0,10.00347991,4.996520089,12.40268456,2.597315436
3161,13,2,10.00442758,4.995572423,12.41610738,2.583892617
3162,13,2,10.00537464,4.994625356,12.41610738,2.583892617
3163,13,2,10.00632111,4.993678887,12.43624161,2.563758389
3164,11,4,10.00663507,4.993364929,12.40939597,2.590604027
3165,9,6,10.00631712,4.993682881,12.42281879,2.577181208
3166,15,0,10.00789391,4.992106094,12.42281879,2.577181208
3167,13,2,10.00883838,4.991161616,12.43624161,2.563758389
3168,11,4,10.00915115,4.990848848,12.42281879,2.577181208
3169,15,0,10.01072555,4.989274448,12.43624161,2.563758389
3170,11,4,10.01103753,4.988962472,12.42281879,2.577181208
3171,15,0,10.01261034,4.98738966,12.46308725,2.536912752
3172,13,2,10.01355184,4.986448156,12.46308725,2.536912752
3173,13,2,10.01449275,4.985507246,12.48993289,2.510067114
3174,15,0,10.01606299,4.983937008,12.51677852,2.483221477
3175,11,4,10.0163728,4.983627204,12.5033557,2.496644295
3176,11,4,10.0166824,4.983317595,12.48993289,2.510067114
3177,9,6,10.01636249,4.983637508,12.44966443,2.55033557
3178,13,2,10.01730104,4.982698962,12.43624161,2.563758389
3179,15,0,10.01886792,4.981132075,12.43624161,2.563758389
3180,15,0,10.02043383,4.979566174,12.43624161,2.563758389
3181,11,4,10.02074167,4.979258328,12.42281879,2.577181208
3182,15,0,10.022306,4.977693999,12.46308725,2.536912752
3183,15,0,10.02386935,4.976130653,12.51677852,2.483221477
3184,13,2,10.02480377,4.975196232,12.53020134,2.469798658
3185,15,0,10.02636535,4.973634652,12.5704698,2.429530201
3186,9,6,10.0260433,4.973956699,12.54362416,2.456375839
3187,11,4,10.02634881,4.973651192,12.55704698,2.44295302
3188,15,0,10.02790844,4.972091565,12.61073826,2.389261745
3189,9,6,10.02758621,4.972413793,12.5704698,2.429530201
3190,15,0,10.02914447,4.970855531,12.58389262,2.416107383
3191,13,2,10.03007519,4.969924812,12.5704698,2.429530201
3192,13,2,10.03100532,4.968994676,12.55704698,2.44295302
3193,11,4,10.0313087,4.968691296,12.53020134,2.469798658
3194,15,0,10.03286385,4.96713615,12.53020134,2.469798658
3195,13,2,10.03379224,4.96620776,12.54362416,2.456375839
3196,11,4,10.03409446,4.965905536,12.54362416,2.456375839
3197,11,4,10.0343965,4.965603502,12.51677852,2.483221477
3198,13,2,10.03532354,4.964676461,12.5033557,2.496644295
3199,11,4,10.035625,4.964375,12.47651007,2.523489933
3200,13,2,10.03655108,4.963448922,12.48993289,2.510067114
3201,13,2,10.03747658,4.962523423,12.48993289,2.510067114
3202,11,4,10.03777708,4.962222916,12.46308725,2.536912752
3203,13,2,10.03870162,4.961298377,12.47651007,2.523489933
3204,15,0,10.04024961,4.95975039,12.51677852,2.483221477
3205,13,2,10.0411728,4.958827199,12.51677852,2.483221477
3206,13,2,10.04209542,4.957904584,12.5033557,2.496644295
3207,15,0,10.0436409,4.956359102,12.5033557,2.496644295
3208,9,6,10.04331567,4.956684325,12.46308725,2.536912752
3209,13,2,10.04423676,4.95576324,12.47651007,2.523489933
3210,15,0,10.04578013,4.954219869,12.48993289,2.510067114
3211,13,2,10.04669988,4.953300125,12.47651007,2.523489933
3212,11,4,10.04699658,4.953003424,12.47651007,2.523489933
3213,11,4,10.04729309,4.952706907,12.46308725,2.536912752
3214,9,6,10.04696734,4.953032659,12.46308725,2.536912752
3215,15,0,10.04850746,4.951492537,12.48993289,2.510067114
3216,11,4,10.04880323,4.951196767,12.5033557,2.496644295
3217,15,0,10.05034183,4.949658173,12.53020134,2.469798658
3218,7,8,10.04939422,4.950605778,12.48993289,2.510067114
3219,13,2,10.05031056,4.949689441,12.51677852,2.483221477
3220,11,4,10.0506054,4.949394598,12.53020134,2.469798658
3221,13,2,10.05152079,4.948479205,12.55704698,2.44295302
3222,13,2,10.05243562,4.947564381,12.55704698,2.44295302
3223,13,2,10.05334988,4.946650124,12.5704698,2.429530201
3224,9,6,10.05302326,4.946976744,12.5704698,2.429530201
3225,9,6,10.05269684,4.947303162,12.53020134,2.469798658
3226,9,6,10.05237062,4.947629377,12.53020134,2.469798658
3227,9,6,10.05204461,4.94795539,12.54362416,2.456375839
3228,9,6,10.0517188,4.948281202,12.5033557,2.496644295
3229,11,4,10.05201238,4.947987616,12.48993289,2.510067114
3230,13,2,10.05292479,4.947075209,12.48993289,2.510067114
3231,11,4,10.05321782,4.946782178,12.48993289,2.510067114
3232,15,0,10.05474791,4.945252088,12.51677852,2.483221477
3233,13,2,10.05565863,4.944341373,12.55704698,2.44295302
3234,15,0,10.05718702,4.942812983,12.59731544,2.402684564
3235,15,0,10.05871446,4.941285538,12.62416107,2.375838926
3236,11,4,10.05900525,4.940994748,12.63758389,2.362416107
3237,11,4,10.05929586,4.940704138,12.62416107,2.375838926
3238,7,8,10.05835134,4.941648657,12.61073826,2.389261745
3239,13,2,10.05925926,4.940740741,12.62416107,2.375838926
3240,13,2,10.06016662,4.939833385,12.62416107,2.375838926
3241,11,4,10.06045651,4.939543492,12.62416107,2.375838926
3242,13,2,10.06136294,4.938637064,12.63758389,2.362416107
3243,13,2,10.0622688,4.937731196,12.63758389,2.362416107
3244,11,4,10.06255778,4.937442219,12.66442953,2.33557047
3245,13,2,10.06346272,4.936537277,12.67785235,2.322147651
3246,11,4,10.06375115,4.936248845,12.65100671,2.348993289
3247,13,2,10.06465517,4.935344828,12.63758389,2.362416107
3248,13,2,10.06555863,4.934441367,12.63758389,2.362416107
3249,15,0,10.06707692,4.932923077,12.63758389,2.362416107
3250,11,4,10.06736389,4.932636112,12.61073826,2.389261745
3251,13,2,10.06826568,4.931734317,12.59731544,2.402684564
3252,11,4,10.06855211,4.931447894,12.5704698,2.429530201
3253,11,4,10.06883835,4.931161647,12.55704698,2.44295302
3254,11,4,10.06912442,4.930875576,12.53020134,2.469798658
3255,13,2,10.07002457,4.92997543,12.52348993,2.476510067
3256,15,0,10.07153823,4.928461775,12.55033557,2.44966443
3257,9,6,10.07120933,4.928790669,12.52348993,2.476510067
3258,15,0,10.07272169,4.927278306,12.52348993,2.476510067
3259,9,6,10.07239264,4.927607362,12.4966443,2.503355705
3260,11,4,10.07267709,4.927322907,12.48322148,2.516778523
3261,13,2,10.07357449,4.926425506,12.46979866,2.530201342
3262,11,4,10.07385841,4.926141587,12.45637584,2.543624161
3263,7,8,10.07291667,4.927083333,12.40268456,2.597315436
3264,13,2,10.07381317,4.92618683,12.38926174,2.610738255
3265,9,6,10.07348438,4.926515615,12.34899329,2.651006711
3266,15,0,10.07499235,4.925007652,12.36241611,2.637583893
3267,13,2,10.07588739,4.924112607,12.37583893,2.624161074
3268,11,4,10.07617008,4.923829917,12.36241611,2.637583893
3269,13,2,10.07706422,4.92293578,12.34899329,2.651006711
3270,15,0,10.07856924,4.921430755,12.34899329,2.651006711
3271,9,6,10.07823961,4.921760391,12.32214765,2.677852349
3272,9,6,10.07791017,4.922089826,12.29530201,2.704697987
3273,15,0,10.07941356,4.920586439,12.31543624,2.684563758
3274,11,4,10.07969466,4.920305344,12.2885906,2.711409396
3275,9,6,10.07936508,4.920634921,12.24832215,2.751677852
3276,9,6,10.0790357,4.920964297,12.22147651,2.77852349
3277,9,6,10.07870653,4.921293472,12.22147651,2.77852349
3278,13,2,10.07959744,4.920402562,12.22147651,2.77852349
3279,15,0,10.08109756,4.918902439,12.23489933,2.765100671
3280,13,2,10.0819872,4.918012801,12.22147651,2.77852349
3281,11,4,10.08226691,4.91773309,12.19463087,2.805369128
3282,15,0,10.08376485,4.916235151,12.19463087,2.805369128
3283,13,2,10.08465286,4.915347138,12.22147651,2.77852349
