Episode,Success,Collision,Mean Success,Mean Collision,Rolling Mean Success,Rolling Mean Collision
516,9,6,8.947775629,6.052224371,9.657718121,5.342281879
517,6,9,8.942084942,6.057915058,9.610738255,5.389261745
518,7,8,8.938342967,6.061657033,9.570469799,5.429530201
519,9,6,8.938461538,6.061538462,9.543624161,5.456375839
520,9,6,8.938579655,6.061420345,9.543624161,5.456375839
521,9,6,8.938697318,6.061302682,9.55704698,5.44295302
522,11,4,8.942638623,6.057361377,9.55704698,5.44295302
523,8,7,8.940839695,6.059160305,9.536912752,5.463087248
524,13,2,8.948571429,6.051428571,9.536912752,5.463087248
525,9,6,8.948669202,6.051330798,9.536912752,5.463087248
526,11,4,8.95256167,6.04743833,9.55033557,5.44966443
527,9,6,8.952651515,6.047348485,9.536912752,5.463087248
528,10,5,8.95463138,6.04536862,9.543624161,5.456375839
529,7,8,8.950943396,6.049056604,9.503355705,5.496644295
530,9,6,8.951035782,6.048964218,9.463087248,5.536912752
531,9,6,8.95112782,6.04887218,9.463087248,5.536912752
532,9,6,8.951219512,6.048780488,9.44966443,5.55033557
533,11,4,8.95505618,6.04494382,9.456375839,5.543624161
534,9,6,8.955140187,6.044859813,9.456375839,5.543624161
535,13,2,8.962686567,6.037313433,9.483221477,5.516778523
536,9,6,8.962756052,6.037243948,9.469798658,5.530201342
537,9,6,8.962825279,6.037174721,9.44295302,5.55704698
538,7,8,8.959183673,6.040816327,9.402684564,5.597315436
539,7,8,8.955555556,6.044444444,9.375838926,5.624161074
540,5,10,8.948243993,6.051756007,9.33557047,5.66442953
541,11,4,8.95202952,6.04797048,9.33557047,5.66442953
542,13,2,8.959484346,6.040515654,9.33557047,5.66442953
543,9,6,8.959558824,6.040441176,9.33557047,5.66442953
544,7,8,8.955963303,6.044036697,9.322147651,5.677852349
545,7,8,8.952380952,6.047619048,9.308724832,5.691275168
546,9,6,8.952468007,6.047531993,9.322147651,5.677852349
547,9,6,8.952554745,6.047445255,9.322147651,5.677852349
548,11,4,8.956284153,6.043715847,9.348993289,5.651006711
549,5,10,8.949090909,6.050909091,9.322147651,5.677852349
550,9,6,8.949183303,6.050816697,9.348993289,5.651006711
551,11,4,8.952898551,6.047101449,9.348993289,5.651006711
552,9,6,8.952983725,6.047016275,9.32885906,5.67114094
553,11,4,8.9566787,6.0433213,9.342281879,5.657718121
554,5,10,8.94954955,6.05045045,9.315436242,5.684563758
555,13,2,8.956834532,6.043165468,9.342281879,5.657718121
556,9,6,8.956912029,6.043087971,9.32885906,5.67114094
557,8,7,8.955197133,6.044802867,9.322147651,5.677852349
558,9,6,8.955277281,6.044722719,9.308724832,5.691275168
559,7,8,8.951785714,6.048214286,9.281879195,5.718120805
560,8,7,8.950089127,6.049910873,9.288590604,5.711409396
561,7,8,8.946619217,6.053380783,9.288590604,5.711409396
562,7,8,8.943161634,6.056838366,9.275167785,5.724832215
563,11,4,8.946808511,6.053191489,9.275167785,5.724832215
564,9,6,8.946902655,6.053097345,9.234899329,5.765100671
565,7,8,8.943462898,6.056537102,9.234899329,5.765100671
566,7,8,8.940035273,6.059964727,9.22147651,5.77852349
567,13,2,8.947183099,6.052816901,9.234899329,5.765100671
568,6,9,8.942003515,6.057996485,9.214765101,5.785234899
569,7,8,8.938596491,6.061403509,9.201342282,5.798657718
570,5,10,8.931698774,6.068301226,9.181208054,5.818791946
571,7,8,8.928321678,6.071678322,9.154362416,5.845637584
572,4,11,8.919720768,6.080279232,9.120805369,5.879194631
573,9,6,8.919860627,6.080139373,9.120805369,5.879194631
574,5,10,8.913043478,6.086956522,9.080536913,5.919463087
575,5,10,8.90625,6.09375,9.053691275,5.946308725
576,13,2,8.913344887,6.086655113,9.093959732,5.906040268
577,7,8,8.910034602,6.089965398,9.080536913,5.919463087
578,8,7,8.908462867,6.091537133,9.067114094,5.932885906
579,4,11,8.9,6.1,9.046979866,5.953020134
580,5,10,8.893287435,6.106712565,9.006711409,5.993288591
581,7,8,8.890034364,6.109965636,9.006711409,5.993288591
582,4,11,8.881646655,6.118353345,8.986577181,6.013422819
583,9,6,8.881849315,6.118150685,8.986577181,6.013422819
584,7,8,8.878632479,6.121367521,8.986577181,6.013422819
585,5,10,8.872013652,6.127986348,8.986577181,6.013422819
586,7,8,8.868824532,6.131175468,8.959731544,6.040268456
587,7,8,8.865646259,6.134353741,8.946308725,6.053691275
588,7,8,8.862478778,6.137521222,8.932885906,6.067114094
589,7,8,8.859322034,6.140677966,8.932885906,6.067114094
590,7,8,8.856175973,6.143824027,8.932885906,6.067114094
591,9,6,8.856418919,6.143581081,8.946308725,6.053691275
592,9,6,8.856661046,6.143338954,8.932885906,6.067114094
593,9,6,8.856902357,6.143097643,8.946308725,6.053691275
594,7,8,8.853781513,6.146218487,8.919463087,6.080536913
595,4,11,8.845637584,6.154362416,8.872483221,6.127516779
596,7,8,8.842546064,6.157453936,8.832214765,6.167785235
597,9,6,8.842809365,6.157190635,8.845637584,6.154362416
598,5,10,8.83639399,6.16360601,8.818791946,6.181208054
599,9,6,8.836666667,6.163333333,8.805369128,6.194630872
600,11,4,8.840266223,6.159733777,8.818791946,6.181208054
601,4,11,8.832225914,6.167774086,8.798657718,6.201342282
602,4,11,8.824212272,6.175787728,8.765100671,6.234899329
603,9,6,8.824503311,6.175496689,8.765100671,6.234899329
604,11,4,8.828099174,6.171900826,8.751677852,6.248322148
605,5,10,8.821782178,6.178217822,8.724832215,6.275167785
606,5,10,8.815485997,6.184514003,8.684563758,6.315436242
607,9,6,8.815789474,6.184210526,8.684563758,6.315436242
608,9,6,8.816091954,6.183908046,8.691275168,6.308724832
609,7,8,8.813114754,6.186885246,8.677852349,6.322147651
610,7,8,8.8101473,6.1898527,8.637583893,6.362416107
611,7,8,8.807189542,6.192810458,8.624161074,6.375838926
612,12,3,8.812398042,6.187601958,8.657718121,6.342281879
613,9,6,8.812703583,6.187296417,8.67114094,6.32885906
614,7,8,8.809756098,6.190243902,8.67114094,6.32885906
615,9,6,8.810064935,6.189935065,8.657718121,6.342281879
616,9,6,8.810372771,6.189627229,8.657718121,6.342281879
617,8,7,8.809061489,6.190938511,8.67114094,6.32885906
618,9,6,8.809369952,6.190630048,8.657718121,6.342281879
619,9,6,8.809677419,6.190322581,8.657718121,6.342281879
620,7,8,8.806763285,6.193236715,8.630872483,6.369127517
621,7,8,8.803858521,6.196141479,8.617449664,6.382550336
622,7,8,8.800963082,6.199036918,8.604026846,6.395973154
623,7,8,8.798076923,6.201923077,8.577181208,6.422818792
624,7,8,8.7952,6.2048,8.563758389,6.436241611
625,9,6,8.795527157,6.204472843,8.577181208,6.422818792
626,11,4,8.799043062,6.200956938,8.563758389,6.436241611
627,7,8,8.796178344,6.203821656,8.55033557,6.44966443
628,5,10,8.790143084,6.209856916,8.523489933,6.476510067
629,9,6,8.79047619,6.20952381,8.503355705,6.496644295
630,6,9,8.786053883,6.213946117,8.456375839,6.543624161
631,7,8,8.783227848,6.216772152,8.429530201,6.570469799
632,7,8,8.780410742,6.219589258,8.402684564,6.597315436
633,9,6,8.780757098,6.219242902,8.402684564,6.597315436
634,8,7,8.779527559,6.220472441,8.409395973,6.590604027
635,7,8,8.77672956,6.22327044,8.355704698,6.644295302
636,7,8,8.773940345,6.226059655,8.32885906,6.67114094
637,9,6,8.774294671,6.225705329,8.315436242,6.684563758
638,11,4,8.777777778,6.222222222,8.32885906,6.67114094
639,9,6,8.778125,6.221875,8.315436242,6.684563758
640,9,6,8.778471139,6.221528861,8.315436242,6.684563758
641,7,8,8.775700935,6.224299065,8.302013423,6.697986577
642,9,6,8.776049767,6.223950233,8.288590604,6.711409396
643,11,4,8.779503106,6.220496894,8.315436242,6.684563758
644,5,10,8.773643411,6.226356589,8.302013423,6.697986577
645,9,6,8.773993808,6.226006192,8.288590604,6.711409396
646,11,4,8.777434312,6.222565688,8.288590604,6.711409396
647,9,6,8.777777778,6.222222222,8.288590604,6.711409396
648,9,6,8.778120185,6.221879815,8.288590604,6.711409396
649,9,6,8.778461538,6.221538462,8.261744966,6.738255034
650,7,8,8.775729647,6.224270353,8.22147651,6.77852349
651,9,6,8.77607362,6.22392638,8.208053691,6.791946309
652,9,6,8.776416539,6.223583461,8.194630872,6.805369128
653,7,8,8.773700306,6.226299694,8.194630872,6.805369128
654,9,6,8.774045802,6.225954198,8.208053691,6.791946309
655,11,4,8.777439024,6.222560976,8.234899329,6.765100671
656,9,6,8.777777778,6.222222222,8.248322148,6.751677852
657,11,4,8.781155015,6.218844985,8.275167785,6.724832215
658,7,8,8.7784522,6.2215478,8.241610738,6.758389262
659,9,6,8.778787879,6.221212121,8.255033557,6.744966443
660,13,2,8.785173979,6.214826021,8.268456376,6.731543624
661,9,6,8.785498489,6.214501511,8.255033557,6.744966443
662,7,8,8.78280543,6.21719457,8.214765101,6.785234899
663,4,11,8.77560241,6.22439759,8.181208054,6.818791946
664,9,6,8.77593985,6.22406015,8.181208054,6.818791946
665,7,8,8.773273273,6.226726727,8.167785235,6.832214765
666,9,6,8.773613193,6.226386807,8.187919463,6.812080537
667,11,4,8.776946108,6.223053892,8.214765101,6.785234899
668,9,6,8.777279522,6.222720478,8.214765101,6.785234899
669,11,4,8.780597015,6.219402985,8.228187919,6.771812081
670,9,6,8.780923994,6.219076006,8.228187919,6.771812081
671,9,6,8.78125,6.21875,8.214765101,6.785234899
672,9,6,8.781575037,6.218424963,8.22147651,6.77852349
673,9,6,8.78189911,6.21810089,8.194630872,6.805369128
674,11,4,8.785185185,6.214814815,8.208053691,6.791946309
675,11,4,8.788461538,6.211538462,8.208053691,6.791946309
676,9,6,8.788774003,6.211225997,8.208053691,6.791946309
677,8,7,8.787610619,6.212389381,8.194630872,6.805369128
678,11,4,8.790868925,6.209131075,8.22147651,6.77852349
679,7,8,8.788235294,6.211764706,8.208053691,6.791946309
680,9,6,8.788546256,6.211453744,8.208053691,6.791946309
681,8,7,8.787390029,6.212609971,8.201342282,6.798657718
682,8,7,8.786237189,6.213762811,8.181208054,6.818791946
683,6,9,8.782163743,6.217836257,8.161073826,6.838926174
684,9,6,8.782481752,6.217518248,8.134228188,6.865771812
685,4,11,8.775510204,6.224489796,8.100671141,6.899328859
686,13,2,8.781659389,6.218340611,8.127516779,6.872483221
687,15,0,8.790697674,6.209302326,8.181208054,6.818791946
688,9,6,8.791001451,6.208998549,8.194630872,6.805369128
689,7,8,8.788405797,6.211594203,8.208053691,6.791946309
690,11,4,8.791606368,6.208393632,8.208053691,6.791946309
691,7,8,8.789017341,6.210982659,8.167785235,6.832214765
692,9,6,8.789321789,6.210678211,8.167785235,6.832214765
693,5,10,8.783861671,6.216138329,8.154362416,6.845637584
694,4,11,8.776978417,6.223021583,8.134228188,6.865771812
695,9,6,8.777298851,6.222701149,8.134228188,6.865771812
696,9,6,8.777618364,6.222381636,8.134228188,6.865771812
697,6,9,8.773638968,6.226361032,8.100671141,6.899328859
698,7,8,8.771101574,6.228898426,8.11409396,6.88590604
699,7,8,8.768571429,6.231428571,8.100671141,6.899328859
700,8,7,8.767475036,6.232524964,8.080536913,6.919463087
701,8,7,8.766381766,6.233618234,8.073825503,6.926174497
702,9,6,8.766714083,6.233285917,8.060402685,6.939597315
703,7,8,8.764204545,6.235795455,8.073825503,6.926174497
704,7,8,8.761702128,6.238297872,8.033557047,6.966442953
705,11,4,8.764872521,6.235127479,8.046979866,6.953020134
706,7,8,8.762376238,6.237623762,8.040268456,6.959731544
707,10,5,8.764124294,6.235875706,8.046979866,6.953020134
708,7,8,8.761636107,6.238363893,8.046979866,6.953020134
709,7,8,8.75915493,6.24084507,8.040268456,6.959731544
710,8,7,8.758087201,6.241912799,8.046979866,6.953020134
711,11,4,8.761235955,6.238764045,8.073825503,6.926174497
712,11,4,8.764375877,6.235624123,8.073825503,6.926174497
713,6,9,8.760504202,6.239495798,8.053691275,6.946308725
714,8,7,8.759440559,6.240559441,8.060402685,6.939597315
715,9,6,8.759776536,6.240223464,8.073825503,6.926174497
716,7,8,8.757322176,6.242677824,8.033557047,6.966442953
717,7,8,8.754874652,6.245125348,8.040268456,6.959731544
718,5,10,8.749652295,6.250347705,8.026845638,6.973154362
719,7,8,8.747222222,6.252777778,8.040268456,6.959731544
720,7,8,8.74479889,6.25520111,8.040268456,6.959731544
721,9,6,8.745152355,6.254847645,8.073825503,6.926174497
722,5,10,8.739972337,6.260027663,8.046979866,6.953020134
723,4,11,8.733425414,6.266574586,8.040268456,6.959731544
724,9,6,8.733793103,6.266206897,8.067114094,6.932885906
725,5,10,8.728650138,6.271349862,8.013422819,6.986577181
726,5,10,8.72352132,6.27647868,8,7
727,4,11,8.717032967,6.282967033,7.973154362,7.026845638
728,9,6,8.717421125,6.282578875,8.006711409,6.993288591
729,7,8,8.715068493,6.284931507,8.020134228,6.979865772
730,10,5,8.716826265,6.283173735,8.040268456,6.959731544
731,7,8,8.714480874,6.285519126,8.060402685,6.939597315
732,9,6,8.714870396,6.285129604,8.060402685,6.939597315
733,9,6,8.715258856,6.284741144,8.073825503,6.926174497
734,7,8,8.71292517,6.28707483,8.087248322,6.912751678
735,5,10,8.707880435,6.292119565,8.073825503,6.926174497
736,6,9,8.704206242,6.295793758,8.067114094,6.932885906
737,9,6,8.704607046,6.295392954,8.080536913,6.919463087
738,5,10,8.699594046,6.300405954,8.067114094,6.932885906
739,9,6,8.7,6.3,8.080536913,6.919463087
740,8,7,8.699055331,6.300944669,8.073825503,6.926174497
741,6,9,8.69541779,6.30458221,8.053691275,6.946308725
742,7,8,8.693135935,6.306864065,8.040268456,6.959731544
743,7,8,8.690860215,6.309139785,8.040268456,6.959731544
744,9,6,8.691275168,6.308724832,8.073825503,6.926174497
745,11,4,8.694369973,6.305630027,8.100671141,6.899328859
746,6,9,8.690763052,6.309236948,8.080536913,6.919463087
747,9,6,8.691176471,6.308823529,8.10738255,6.89261745
748,7,8,8.688918558,6.311081442,8.093959732,6.906040268
749,9,6,8.689333333,6.310666667,8.080536913,6.919463087
750,11,4,8.69241012,6.30758988,8.127516779,6.872483221
751,9,6,8.692819149,6.307180851,8.161073826,6.838926174
752,8,7,8.69189907,6.30810093,8.154362416,6.845637584
753,9,6,8.692307692,6.307692308,8.140939597,6.859060403
754,9,6,8.692715232,6.307284768,8.167785235,6.832214765
755,11,4,8.695767196,6.304232804,8.208053691,6.791946309
756,5,10,8.690885073,6.309114927,8.181208054,6.818791946
757,9,6,8.691292876,6.308707124,8.181208054,6.818791946
758,7,8,8.689064559,6.310935441,8.181208054,6.818791946
759,5,10,8.684210526,6.315789474,8.167785235,6.832214765
760,4,11,8.678055191,6.321944809,8.147651007,6.852348993
761,11,4,8.681102362,6.318897638,8.140939597,6.859060403
762,13,2,8.686762779,6.313237221,8.167785235,6.832214765
763,11,4,8.689790576,6.310209424,8.194630872,6.805369128
764,8,7,8.688888889,6.311111111,8.187919463,6.812080537
765,9,6,8.689295039,6.310704961,8.187919463,6.812080537
766,7,8,8.687092568,6.312907432,8.181208054,6.818791946
767,9,6,8.6875,6.3125,8.181208054,6.818791946
768,13,2,8.693107932,6.306892068,8.208053691,6.791946309
769,11,4,8.696103896,6.303896104,8.234899329,6.765100671
770,7,8,8.693904021,6.306095979,8.234899329,6.765100671
771,7,8,8.691709845,6.308290155,8.234899329,6.765100671
772,9,6,8.692108668,6.307891332,8.248322148,6.751677852
773,11,4,8.695090439,6.304909561,8.275167785,6.724832215
774,7,8,8.692903226,6.307096774,8.261744966,6.738255034
775,9,6,8.693298969,6.306701031,8.248322148,6.751677852
776,14,1,8.7001287,6.2998713,8.295302013,6.704697987
777,8,7,8.699228792,6.300771208,8.315436242,6.684563758
778,7,8,8.697047497,6.302952503,8.302013423,6.697986577
779,7,8,8.694871795,6.305128205,8.308724832,6.691275168
780,11,4,8.697823303,6.302176697,8.33557047,6.66442953
781,7,8,8.695652174,6.304347826,8.33557047,6.66442953
782,7,8,8.69348659,6.30651341,8.322147651,6.677852349
783,7,8,8.691326531,6.308673469,8.315436242,6.684563758
784,9,6,8.691719745,6.308280255,8.32885906,6.67114094
785,9,6,8.692111959,6.307888041,8.342281879,6.657718121
786,9,6,8.692503177,6.307496823,8.342281879,6.657718121
787,5,10,8.687817259,6.312182741,8.302013423,6.697986577
788,6,9,8.684410646,6.315589354,8.281879195,6.718120805
789,9,6,8.684810127,6.315189873,8.281879195,6.718120805
790,7,8,8.682680152,6.317319848,8.281879195,6.718120805
791,6,9,8.679292929,6.320707071,8.261744966,6.738255034
792,7,8,8.677175284,6.322824716,8.234899329,6.765100671
793,9,6,8.677581864,6.322418136,8.261744966,6.738255034
794,9,6,8.677987421,6.322012579,8.261744966,6.738255034
795,7,8,8.675879397,6.324120603,8.234899329,6.765100671
796,11,4,8.678795483,6.321204517,8.248322148,6.751677852
797,5,10,8.674185464,6.325814536,8.22147651,6.77852349
798,9,6,8.674593242,6.325406758,8.22147651,6.77852349
799,8,7,8.67375,6.32625,8.228187919,6.771812081
800,7,8,8.671660424,6.328339576,8.214765101,6.785234899
801,7,8,8.66957606,6.33042394,8.201342282,6.798657718
802,9,6,8.669987547,6.330012453,8.214765101,6.785234899
803,4,11,8.664179104,6.335820896,8.181208054,6.818791946
804,9,6,8.664596273,6.335403727,8.167785235,6.832214765
805,9,6,8.665012407,6.334987593,8.167785235,6.832214765
806,7,8,8.662949195,6.337050805,8.140939597,6.859060403
807,7,8,8.660891089,6.339108911,8.140939597,6.859060403
808,7,8,8.658838072,6.341161928,8.127516779,6.872483221
809,7,8,8.656790123,6.343209877,8.087248322,6.912751678
810,9,6,8.657213317,6.342786683,8.087248322,6.912751678
811,5,10,8.65270936,6.34729064,8.073825503,6.926174497
812,7,8,8.650676507,6.349323493,8.093959732,6.906040268
813,10,5,8.652334152,6.347665848,8.100671141,6.899328859
814,9,6,8.652760736,6.347239264,8.11409396,6.88590604
815,7,8,8.650735294,6.349264706,8.100671141,6.899328859
816,9,6,8.651162791,6.348837209,8.087248322,6.912751678
817,11,4,8.65403423,6.34596577,8.100671141,6.899328859
818,8,7,8.653235653,6.346764347,8.080536913,6.919463087
819,9,6,8.653658537,6.346341463,8.080536913,6.919463087
820,8,7,8.652862363,6.347137637,8.073825503,6.926174497
821,9,6,8.653284672,6.346715328,8.073825503,6.926174497
822,8,7,8.652490887,6.347509113,8.067114094,6.932885906
823,11,4,8.655339806,6.344660194,8.067114094,6.932885906
824,10,5,8.656969697,6.343030303,8.060402685,6.939597315
825,11,4,8.659806295,6.340193705,8.073825503,6.926174497
826,9,6,8.660217654,6.339782346,8.080536913,6.919463087
827,11,4,8.663043478,6.336956522,8.080536913,6.919463087
828,9,6,8.66344994,6.33655006,8.093959732,6.906040268
829,7,8,8.661445783,6.338554217,8.080536913,6.919463087
830,8,7,8.660649819,6.339350181,8.080536913,6.919463087
831,13,2,8.665865385,6.334134615,8.11409396,6.88590604
832,9,6,8.666266507,6.333733493,8.134228188,6.865771812
833,12,3,8.670263789,6.329736211,8.154362416,6.845637584
834,8,7,8.669461078,6.330538922,8.181208054,6.818791946
835,7,8,8.667464115,6.332535885,8.140939597,6.859060403
836,7,8,8.665471924,6.334528076,8.087248322,6.912751678
837,9,6,8.665871122,6.334128878,8.087248322,6.912751678
838,7,8,8.663885578,6.336114422,8.087248322,6.912751678
839,9,6,8.664285714,6.335714286,8.073825503,6.926174497
840,7,8,8.662306778,6.337693222,8.073825503,6.926174497
841,9,6,8.662707838,6.337292162,8.073825503,6.926174497
842,7,8,8.660735469,6.339264531,8.087248322,6.912751678
843,11,4,8.663507109,6.336492891,8.134228188,6.865771812
844,8,7,8.662721893,6.337278107,8.127516779,6.872483221
845,9,6,8.663120567,6.336879433,8.127516779,6.872483221
846,7,8,8.661157025,6.338842975,8.134228188,6.865771812
847,7,8,8.659198113,6.340801887,8.134228188,6.865771812
848,9,6,8.659599529,6.340400471,8.147651007,6.852348993
849,7,8,8.657647059,6.342352941,8.140939597,6.859060403
850,9,6,8.658049354,6.341950646,8.147651007,6.852348993
851,8,7,8.657276995,6.342723005,8.140939597,6.859060403
852,6,9,8.654161782,6.345838218,8.134228188,6.865771812
853,7,8,8.652224824,6.347775176,8.134228188,6.865771812
854,5,10,8.647953216,6.352046784,8.093959732,6.906040268
855,9,6,8.648364486,6.351635514,8.10738255,6.89261745
856,7,8,8.646441074,6.353558926,8.087248322,6.912751678
857,9,6,8.646853147,6.353146853,8.100671141,6.899328859
858,10,5,8.648428405,6.351571595,8.120805369,6.879194631
859,7,8,8.646511628,6.353488372,8.11409396,6.88590604
860,7,8,8.644599303,6.355400697,8.087248322,6.912751678
861,6,9,8.641531323,6.358468677,8.053691275,6.946308725
862,5,10,8.637311703,6.362688297,8.046979866,6.953020134
863,11,4,8.640046296,6.359953704,8.067114094,6.932885906
864,9,6,8.640462428,6.359537572,8.067114094,6.932885906
865,13,2,8.645496536,6.354503464,8.10738255,6.89261745
866,10,5,8.647058824,6.352941176,8.127516779,6.872483221
867,7,8,8.64516129,6.35483871,8.140939597,6.859060403
868,8,7,8.644418872,6.355581128,8.147651007,6.852348993
869,9,6,8.644827586,6.355172414,8.161073826,6.838926174
870,7,8,8.64293915,6.35706085,8.147651007,6.852348993
871,12,3,8.646788991,6.353211009,8.194630872,6.805369128
872,11,4,8.649484536,6.350515464,8.241610738,6.758389262
873,9,6,8.649885584,6.350114416,8.241610738,6.758389262
874,5,10,8.645714286,6.354285714,8.241610738,6.758389262
875,8,7,8.644977169,6.355022831,8.261744966,6.738255034
