Episode,,,Mean Success,Mean Collision,Rolling Mean Success,Rolling Mean Collision
1478,15,0,12.88911,2.110885734,12.94630872,2.053691275
1479,15,0,12.89054,2.109459459,12.95973154,2.040268456
1480,11,4,12.88926,2.110735989,12.94630872,2.053691275
1481,13,2,12.88934,2.110661269,12.94630872,2.053691275
1482,15,0,12.89076,2.109238031,12.94630872,2.053691275
1483,15,0,12.89218,2.107816712,12.95302013,2.046979866
1484,13,2,12.89226,2.107744108,12.94630872,2.053691275
1485,11,4,12.89098,2.109017497,12.91946309,2.080536913
1486,15,0,12.8924,2.107599193,12.91946309,2.080536913
1487,13,2,12.89247,2.107526882,12.90604027,2.093959732
1488,15,0,12.89389,2.106111484,12.90604027,2.093959732
1489,13,2,12.89396,2.106040268,12.89932886,2.100671141
1490,15,0,12.89537,2.104627767,12.91275168,2.087248322
1491,12,3,12.89477,2.105227882,12.89261745,2.10738255
1492,11,4,12.8935,2.106496986,12.87919463,2.120805369
1493,15,0,12.89491,2.105087015,12.88590604,2.11409396
1494,15,0,12.89632,2.10367893,12.91946309,2.080536913
1495,15,0,12.89773,2.102272727,12.91946309,2.080536913
1496,15,0,12.89913,2.100868403,12.91946309,2.080536913
1497,15,0,12.90053,2.099465955,12.93288591,2.067114094
1498,15,0,12.90193,2.098065377,12.93288591,2.067114094
1499,15,0,12.90333,2.096666667,12.93959732,2.060402685
1500,15,0,12.90473,2.09526982,12.93959732,2.060402685
1501,15,0,12.90613,2.093874834,12.94630872,2.053691275
1502,15,0,12.90752,2.092481703,12.97315436,2.026845638
1503,13,2,12.90758,2.092420213,13,2
1504,12,3,12.90698,2.093023256,12.98657718,2.013422819
1505,15,0,12.90837,2.091633466,12.98657718,2.013422819
1506,13,2,12.90843,2.091572661,12.97315436,2.026845638
1507,13,2,12.90849,2.091511936,12.95973154,2.040268456
1508,14,1,12.90921,2.090788602,12.95973154,2.040268456
1509,14,1,12.90993,2.090066225,12.96644295,2.033557047
1510,13,2,12.90999,2.090006618,12.95302013,2.046979866
1511,15,0,12.91138,2.088624339,12.99328859,2.006711409
1512,15,0,12.91276,2.087243886,13,2
1513,15,0,12.91413,2.085865258,13.01342282,1.986577181
1514,13,2,12.91419,2.085808581,13.02684564,1.973154362
1515,13,2,12.91425,2.085751979,13.04026846,1.959731544
1516,15,0,12.91562,2.08437706,13.05369128,1.946308725
1517,14,1,12.91634,2.083662714,13.04697987,1.953020134
1518,11,4,12.91508,2.084924292,13.06040268,1.939597315
1519,15,0,12.91645,2.083552632,13.10067114,1.899328859
1520,15,0,12.91782,2.082182774,13.11409396,1.88590604
1521,15,0,12.91919,2.080814717,13.16778523,1.832214765
1522,14,1,12.91989,2.080105056,13.20134228,1.798657718
1523,15,0,12.92126,2.078740157,13.2147651,1.785234899
1524,15,0,12.92262,2.077377049,13.26174497,1.738255034
1525,15,0,12.92398,2.076015727,13.27516779,1.724832215
1526,13,2,12.92403,2.075965946,13.26174497,1.738255034
1527,15,0,12.92539,2.07460733,13.27516779,1.724832215
1528,15,0,12.92675,2.073250491,13.29530201,1.704697987
1529,9,6,12.92418,2.075816993,13.27516779,1.724832215
1530,13,2,12.92423,2.075767472,13.27516779,1.724832215
1531,13,2,12.92428,2.075718016,13.27516779,1.724832215
1532,12,3,12.92368,2.076320939,13.28187919,1.718120805
1533,10,5,12.92177,2.078226858,13.26845638,1.731543624
1534,13,2,12.92182,2.078175896,13.26174497,1.738255034
1535,13,2,12.92188,2.078125,13.2885906,1.711409396
1536,12,3,12.92128,2.078724789,13.30872483,1.691275168
1537,15,0,12.92263,2.077373212,13.30872483,1.691275168
1538,13,2,12.92268,2.077322937,13.33557047,1.66442953
1539,14,1,12.92338,2.076623377,13.3557047,1.644295302
1540,15,0,12.92472,2.075275795,13.38255034,1.617449664
1541,9,6,12.92218,2.077821012,13.36241611,1.637583893
1542,15,0,12.92353,2.076474401,13.36241611,1.637583893
1543,13,2,12.92358,2.07642487,13.3557047,1.644295302
1544,15,0,12.92492,2.075080906,13.3557047,1.644295302
1545,13,2,12.92497,2.075032342,13.3557047,1.644295302
1546,15,0,12.92631,2.073691015,13.37583893,1.624161074
1547,13,2,12.92636,2.073643411,13.37583893,1.624161074
1548,14,1,12.92705,2.072950291,13.40268456,1.597315436
1549,15,0,12.92839,2.071612903,13.42281879,1.577181208
1550,15,0,12.92972,2.07027724,13.42281879,1.577181208
1551,12,3,12.92912,2.070876289,13.4295302,1.570469799
1552,15,0,12.93046,2.06954282,13.44966443,1.55033557
1553,11,4,12.92921,2.070785071,13.45637584,1.543624161
1554,13,2,12.92926,2.07073955,13.45637584,1.543624161
1555,13,2,12.92931,2.070694087,13.48322148,1.516778523
1556,15,0,12.93064,2.069364162,13.52348993,1.476510067
1557,15,0,12.93196,2.068035944,13.53691275,1.463087248
1558,15,0,12.93329,2.066709429,13.55704698,1.44295302
1559,13,2,12.93333,2.066666667,13.55033557,1.44966443
1560,13,2,12.93338,2.066623959,13.56375839,1.436241611
1561,11,4,12.93214,2.067861716,13.54362416,1.456375839
1562,15,0,12.93346,2.066538708,13.54362416,1.456375839
1563,13,2,12.9335,2.066496164,13.55033557,1.44966443
1564,9,6,12.93099,2.069009585,13.52348993,1.476510067
1565,11,4,12.92976,2.070242656,13.5033557,1.496644295
1566,15,0,12.93108,2.068921506,13.51677852,1.483221477
1567,15,0,12.9324,2.067602041,13.52348993,1.476510067
1568,11,4,12.93117,2.068833652,13.4966443,1.503355705
1569,11,4,12.92994,2.070063694,13.48322148,1.516778523
1570,15,0,12.93125,2.068746022,13.51006711,1.489932886
1571,14,1,12.93193,2.068066158,13.51677852,1.483221477
1572,13,2,12.93198,2.068022886,13.51677852,1.483221477
1573,15,0,12.93329,2.066709022,13.55704698,1.44295302
1574,10,5,12.93143,2.068571429,13.53691275,1.463087248
1575,13,2,12.93147,2.068527919,13.53691275,1.463087248
1576,11,4,12.93025,2.069752695,13.52348993,1.476510067
1577,11,4,12.92902,2.070975919,13.51006711,1.489932886
1578,13,2,12.92907,2.070930969,13.51006711,1.489932886
1579,11,4,12.92785,2.072151899,13.48322148,1.516778523
1580,13,2,12.92789,2.072106262,13.48322148,1.516778523
1581,13,2,12.92794,2.072060683,13.46979866,1.530201342
1582,11,4,12.92672,2.073278585,13.44966443,1.55033557
1583,11,4,12.92551,2.074494949,13.43624161,1.563758389
1584,14,1,12.92618,2.073817035,13.44295302,1.55704698
1585,14,1,12.92686,2.073139975,13.46308725,1.536912752
1586,11,4,12.92565,2.074354127,13.43624161,1.563758389
1587,12,3,12.92506,2.074937028,13.41610738,1.583892617
1588,11,4,12.92385,2.076148521,13.38926174,1.610738255
1589,13,2,12.9239,2.076100629,13.37583893,1.624161074
1590,13,2,12.92395,2.076052797,13.36912752,1.630872483
1591,13,2,12.92399,2.076005025,13.3557047,1.644295302
1592,13,2,12.92404,2.075957313,13.3557047,1.644295302
1593,15,0,12.92535,2.074654956,13.38255034,1.617449664
1594,15,0,12.92665,2.073354232,13.39597315,1.604026846
1595,12,3,12.92607,2.073934837,13.38926174,1.610738255
1596,13,2,12.92611,2.073888541,13.37583893,1.624161074
1597,13,2,12.92616,2.073842303,13.36912752,1.630872483
1598,15,0,12.92745,2.072545341,13.38255034,1.617449664
1599,15,0,12.92875,2.07125,13.40939597,1.590604027
1600,13,2,12.92879,2.071205497,13.42281879,1.577181208
1601,15,0,12.93009,2.069912609,13.42281879,1.577181208
1602,15,0,12.93138,2.068621335,13.4295302,1.570469799
1603,9,6,12.92893,2.071072319,13.40268456,1.597315436
1604,12,3,12.92835,2.07165109,13.38255034,1.617449664
1605,11,4,12.92715,2.072851806,13.38255034,1.617449664
1606,15,0,12.92844,2.071561917,13.39597315,1.604026846
1607,13,2,12.92848,2.071517413,13.42281879,1.577181208
1608,15,0,12.92977,2.070229956,13.42281879,1.577181208
1609,12,3,12.92919,2.070807453,13.43624161,1.563758389
1610,13,2,12.92924,2.070763501,13.43624161,1.563758389
1611,13,2,12.92928,2.070719603,13.43624161,1.563758389
1612,15,0,12.93056,2.069435834,13.44295302,1.55704698
1613,13,2,12.93061,2.069392813,13.44295302,1.55704698
1614,15,0,12.93189,2.068111455,13.46308725,1.536912752
1615,10,5,12.93007,2.069925743,13.43624161,1.563758389
1616,13,2,12.93012,2.069882498,13.42281879,1.577181208
1617,11,4,12.92892,2.071075402,13.40939597,1.590604027
1618,10,5,12.92712,2.072884497,13.37583893,1.624161074
1619,15,0,12.9284,2.071604938,13.38926174,1.610738255
1620,9,6,12.92597,2.074028378,13.36241611,1.637583893
1621,12,3,12.9254,2.07459926,13.34228188,1.657718121
1622,11,4,12.92421,2.075785582,13.31543624,1.684563758
1623,11,4,12.92303,2.076970443,13.30201342,1.697986577
1624,12,3,12.92246,2.077538462,13.28187919,1.718120805
1625,14,1,12.92312,2.076875769,13.2885906,1.711409396
1626,13,2,12.92317,2.076828519,13.27516779,1.724832215
1627,11,4,12.92199,2.078009828,13.24832215,1.751677852
1628,11,4,12.92081,2.079189687,13.22147651,1.77852349
1629,13,2,12.92086,2.079141104,13.23489933,1.765100671
1630,11,4,12.91968,2.080318823,13.22147651,1.77852349
1631,14,1,12.92034,2.079656863,13.2147651,1.785234899
1632,11,4,12.91917,2.080832823,13.18791946,1.812080537
1633,12,3,12.9186,2.081395349,13.18120805,1.818791946
1634,13,2,12.91865,2.081345566,13.19463087,1.805369128
1635,10,5,12.91687,2.083129584,13.16107383,1.838926174
1636,13,2,12.91692,2.083078803,13.16107383,1.838926174
1637,15,0,12.91819,2.081807082,13.16107383,1.838926174
1638,13,2,12.91824,2.081757169,13.16107383,1.838926174
1639,13,2,12.91829,2.081707317,13.14765101,1.852348993
1640,13,2,12.91834,2.081657526,13.15436242,1.845637584
1641,13,2,12.91839,2.081607795,13.16778523,1.832214765
1642,11,4,12.91722,2.082775411,13.1409396,1.859060403
1643,15,0,12.91849,2.081508516,13.1409396,1.859060403
1644,11,4,12.91733,2.082674772,13.11409396,1.88590604
1645,11,4,12.91616,2.083839611,13.08724832,1.912751678
1646,11,4,12.915,2.085003036,13.06040268,1.939597315
1647,13,2,12.91505,2.084951456,13.04697987,1.953020134
1648,11,4,12.91389,2.086112796,13.02013423,1.979865772
1649,13,2,12.91394,2.086060606,13.00671141,1.993288591
1650,15,0,12.9152,2.084797093,13.00671141,1.993288591
1651,11,4,12.91404,2.085956416,12.97986577,2.020134228
1652,11,4,12.91289,2.087114338,12.96644295,2.033557047
1653,7,8,12.90931,2.090689238,12.93288591,2.067114094
1654,15,0,12.91057,2.089425982,12.93288591,2.067114094
1655,13,2,12.91063,2.089371981,12.93288591,2.067114094
1656,13,2,12.91068,2.089318045,12.93288591,2.067114094
1657,15,0,12.91194,2.088057901,12.93959732,2.060402685
1658,13,2,12.912,2.088004822,12.93288591,2.067114094
1659,13,2,12.91205,2.087951807,12.93288591,2.067114094
1660,15,0,12.91331,2.086694762,12.93288591,2.067114094
1661,13,2,12.91336,2.086642599,12.91946309,2.080536913
1662,14,1,12.91401,2.085989176,12.91275168,2.087248322
1663,15,0,12.91526,2.084735577,12.9261745,2.073825503
1664,15,0,12.91652,2.083483483,12.93959732,2.060402685
1665,15,0,12.91777,2.082232893,12.93959732,2.060402685
1666,15,0,12.91902,2.080983803,12.94630872,2.053691275
1667,15,0,12.92026,2.079736211,12.97315436,2.026845638
1668,12,3,12.91971,2.080287597,12.95302013,2.046979866
1669,13,2,12.91976,2.080239521,12.93959732,2.060402685
1670,15,0,12.92101,2.078994614,12.93959732,2.060402685
1671,13,2,12.92105,2.078947368,12.93288591,2.067114094
1672,14,1,12.9217,2.078302451,12.9261745,2.073825503
1673,14,1,12.92234,2.077658303,12.91946309,2.080536913
1674,11,4,12.92119,2.07880597,12.89261745,2.10738255
1675,15,0,12.92243,2.077565632,12.90604027,2.093959732
1676,15,0,12.92367,2.076326774,12.90604027,2.093959732
1677,15,0,12.92491,2.075089392,12.90604027,2.093959732
1678,13,2,12.92496,2.075044669,12.93288591,2.067114094
1679,13,2,12.925,2.075,12.93288591,2.067114094
1680,11,4,12.92385,2.076145152,12.91946309,2.080536913
1681,13,2,12.9239,2.076099881,12.9261745,2.073825503
1682,12,3,12.92335,2.076648841,12.93959732,2.060402685
1683,15,0,12.92458,2.075415677,12.95302013,2.046979866
1684,15,0,12.92582,2.074183976,12.96644295,2.033557047
1685,15,0,12.92705,2.072953737,12.98657718,2.013422819
1686,15,0,12.92828,2.071724956,12.98657718,2.013422819
1687,11,4,12.92713,2.072867299,12.97315436,2.026845638
1688,13,2,12.92718,2.072824156,12.96644295,2.033557047
1689,15,0,12.9284,2.071597633,12.96644295,2.033557047
1690,13,2,12.92844,2.071555293,12.99328859,2.006711409
1691,15,0,12.92967,2.070330969,12.99328859,2.006711409
1692,15,0,12.93089,2.069108092,13.00671141,1.993288591
1693,13,2,12.93093,2.069067296,12.99328859,2.006711409
1694,15,0,12.93215,2.067846608,13.00671141,1.993288591
1695,15,0,12.93337,2.066627358,13.00671141,1.993288591
1696,13,2,12.93341,2.066588097,13.00671141,1.993288591
1697,14,1,12.93404,2.065959953,13.00671141,1.993288591
1698,15,0,12.93526,2.064743967,13.00671141,1.993288591
1699,15,0,12.93647,2.063529412,13.00671141,1.993288591
1700,12,3,12.93592,2.064079953,13.00671141,1.993288591
1701,15,0,12.93713,2.062867215,13.00671141,1.993288591
1702,13,2,12.93717,2.062830299,13.02013423,1.979865772
1703,15,0,12.93838,2.061619718,13.03355705,1.966442953
1704,13,2,12.93842,2.061583578,13.03355705,1.966442953
1705,15,0,12.93962,2.060375147,13.03355705,1.966442953
1706,11,4,12.93849,2.061511424,13.00671141,1.993288591
1707,13,2,12.93852,2.06147541,12.99328859,2.006711409
1708,11,4,12.93739,2.062609713,12.97986577,2.020134228
1709,12,3,12.93684,2.063157895,12.97315436,2.026845638
1710,15,0,12.93805,2.061952075,13,2
1711,11,4,12.93692,2.063084112,12.97315436,2.026845638
1712,15,0,12.93812,2.061879743,12.98657718,2.013422819
1713,15,0,12.93932,2.060676779,13.02684564,1.973154362
1714,15,0,12.94052,2.059475219,13.05369128,1.946308725
1715,13,2,12.94056,2.059440559,13.04026846,1.959731544
1716,15,0,12.94176,2.058241118,13.04026846,1.959731544
1717,13,2,12.94179,2.058207218,13.05369128,1.946308725
1718,10,5,12.94008,2.059918557,13.04697987,1.953020134
1719,15,0,12.94128,2.05872093,13.04697987,1.953020134
1720,13,2,12.94131,2.05868681,13.04026846,1.959731544
1721,12,3,12.94077,2.059233449,13.03355705,1.966442953
1722,15,0,12.94196,2.058038305,13.03355705,1.966442953
1723,15,0,12.94316,2.056844548,13.06711409,1.932885906
1724,15,0,12.94435,2.055652174,13.08053691,1.919463087
1725,13,2,12.94438,2.05561993,13.09395973,1.906040268
1726,13,2,12.94441,2.055587724,13.10738255,1.89261745
1727,15,0,12.9456,2.054398148,13.12080537,1.879194631
1728,15,0,12.94679,2.053209948,13.14765101,1.852348993
1729,13,2,12.94682,2.053179191,13.14765101,1.852348993
1730,14,1,12.94743,2.052570768,13.15436242,1.845637584
1731,11,4,12.9463,2.05369515,13.15436242,1.845637584
1732,13,2,12.94634,2.053664166,13.16778523,1.832214765
1733,15,0,12.94752,2.052479815,13.17449664,1.825503356
1734,15,0,12.9487,2.05129683,13.18120805,1.818791946
1735,13,2,12.94873,2.051267281,13.19463087,1.805369128
1736,15,0,12.94991,2.050086356,13.2147651,1.785234899
1737,11,4,12.94879,2.051208285,13.2147651,1.785234899
1738,15,0,12.94997,2.050028752,13.22818792,1.771812081
1739,15,0,12.95115,2.048850575,13.24161074,1.758389262
1740,13,2,12.95118,2.048822516,13.24161074,1.758389262
1741,13,2,12.95121,2.048794489,13.24161074,1.758389262
1742,15,0,12.95238,2.047619048,13.24161074,1.758389262
1743,11,4,12.95126,2.048738532,13.2147651,1.785234899
1744,13,2,12.95129,2.048710602,13.22147651,1.77852349
1745,9,6,12.94903,2.050973654,13.19463087,1.805369128
1746,15,0,12.9502,2.049799657,13.20805369,1.791946309
1747,14,1,12.9508,2.049199085,13.20134228,1.798657718
1748,15,0,12.95197,2.048027444,13.20134228,1.798657718
1749,12,3,12.95143,2.048571429,13.19463087,1.805369128
1750,14,1,12.95203,2.047972587,13.18791946,1.812080537
1751,14,1,12.95263,2.047374429,13.18120805,1.818791946
1752,14,1,12.95322,2.046776954,13.2147651,1.785234899
1753,13,2,12.95325,2.046750285,13.22147651,1.77852349
1754,15,0,12.95442,2.045584046,13.24832215,1.751677852
1755,15,0,12.95558,2.044419134,13.24832215,1.751677852
1756,13,2,12.95561,2.044393853,13.24832215,1.751677852
1757,15,0,12.95677,2.043230944,13.24832215,1.751677852
1758,12,3,12.95623,2.043774872,13.24832215,1.751677852
1759,14,1,12.95682,2.043181818,13.25503356,1.744966443
1760,14,1,12.95741,2.042589438,13.26174497,1.738255034
1761,13,2,12.95743,2.042565267,13.24832215,1.751677852
1762,13,2,12.95746,2.042541123,13.24832215,1.751677852
1763,14,1,12.95805,2.041950113,13.24161074,1.758389262
1764,15,0,12.95921,2.040793201,13.27516779,1.724832215
1765,13,2,12.95923,2.040770102,13.27516779,1.724832215
1766,13,2,12.95925,2.040747029,13.2885906,1.711409396
1767,15,0,12.96041,2.03959276,13.32214765,1.677852349
1768,13,2,12.96043,2.039570379,13.30872483,1.691275168
1769,13,2,12.96045,2.039548023,13.33557047,1.66442953
1770,15,0,12.9616,2.038396386,13.3557047,1.644295302
1771,15,0,12.96275,2.03724605,13.38255034,1.617449664
1772,15,0,12.9639,2.036097011,13.40939597,1.590604027
1773,13,2,12.96392,2.036076663,13.41610738,1.583892617
1774,15,0,12.96507,2.034929577,13.42281879,1.577181208
1775,13,2,12.96509,2.03490991,13.42281879,1.577181208
1776,13,2,12.96511,2.034890264,13.43624161,1.563758389
1777,13,2,12.96513,2.034870641,13.44966443,1.55033557
1778,12,3,12.96459,2.035413153,13.44295302,1.55704698
1779,14,1,12.96517,2.034831461,13.46308725,1.536912752
1780,13,2,12.96519,2.034811903,13.45637584,1.543624161
1781,13,2,12.96521,2.034792368,13.46979866,1.530201342
1782,12,3,12.96467,2.035333707,13.46979866,1.530201342
1783,13,2,12.96469,2.035313901,13.46979866,1.530201342
1784,15,0,12.96583,2.034173669,13.5033557,1.496644295
1785,13,2,12.96585,2.034154535,13.5033557,1.496644295
1786,11,4,12.96475,2.035254617,13.47651007,1.523489933
1787,14,1,12.96532,2.034675615,13.48322148,1.516778523
1788,14,1,12.9659,2.034097261,13.48993289,1.510067114
1789,14,1,12.96648,2.033519553,13.4966443,1.503355705
1790,15,0,12.96762,2.032384143,13.51006711,1.489932886
1791,15,0,12.96875,2.03125,13.53691275,1.463087248
1792,13,2,12.96877,2.031232571,13.52348993,1.476510067
1793,13,2,12.96878,2.031215162,13.53691275,1.463087248
1794,13,2,12.9688,2.031197772,13.55033557,1.44966443
1795,15,0,12.96993,2.030066815,13.57718121,1.422818792
1796,11,4,12.96884,2.03116305,13.56375839,1.436241611
1797,13,2,12.96885,2.031145717,13.57718121,1.422818792
1798,12,3,12.96832,2.031684269,13.5704698,1.429530201
1799,12,3,12.96778,2.032222222,13.55033557,1.44966443
1800,15,0,12.96891,2.031093837,13.57718121,1.422818792
1801,13,2,12.96892,2.031076582,13.59060403,1.409395973
1802,13,2,12.96894,2.031059346,13.63087248,1.369127517
1803,15,0,12.97007,2.029933481,13.63087248,1.369127517
1804,11,4,12.96898,2.031024931,13.61744966,1.382550336
1805,13,2,12.96899,2.031007752,13.61744966,1.382550336
1806,15,0,12.97012,2.029883785,13.61744966,1.382550336
1807,14,1,12.97069,2.029314159,13.62416107,1.375838926
1808,15,0,12.97181,2.028192371,13.63758389,1.362416107
1809,15,0,12.97293,2.027071823,13.63758389,1.362416107
1810,14,1,12.9735,2.026504694,13.6442953,1.355704698
1811,13,2,12.97351,2.026490066,13.63758389,1.362416107
1812,15,0,12.97463,2.025372311,13.63758389,1.362416107
1813,15,0,12.97574,2.024255788,13.63758389,1.362416107
1814,15,0,12.97686,2.023140496,13.63758389,1.362416107
1815,15,0,12.97797,2.022026432,13.63758389,1.362416107
1816,14,1,12.97854,2.021463952,13.63087248,1.369127517
1817,15,0,12.97965,2.020352035,13.65100671,1.348993289
1818,11,4,12.97856,2.021440352,13.63758389,1.362416107
1819,14,1,12.97912,2.020879121,13.63087248,1.369127517
1820,15,0,12.98023,2.019769357,13.6442953,1.355704698
1821,15,0,12.98134,2.018660812,13.65100671,1.348993289
1822,13,2,12.98135,2.018650576,13.6442953,1.355704698
1823,11,4,12.98026,2.019736842,13.6442953,1.355704698
1824,15,0,12.98137,2.018630137,13.6442953,1.355704698
1825,14,1,12.98193,2.018072289,13.63758389,1.362416107
1826,15,0,12.98303,2.016967707,13.63758389,1.362416107
1827,15,0,12.98414,2.015864333,13.65100671,1.348993289
1828,15,0,12.98524,2.014762165,13.66442953,1.33557047
1829,15,0,12.98634,2.013661202,13.69127517,1.308724832
1830,15,0,12.98744,2.012561442,13.70469799,1.295302013
1831,15,0,12.98854,2.011462882,13.72483221,1.275167785
1832,15,0,12.98963,2.010365521,13.72483221,1.275167785
1833,13,2,12.98964,2.010359869,13.7114094,1.288590604
1834,14,1,12.99019,2.009809264,13.70469799,1.295302013
1835,15,0,12.99129,2.008714597,13.70469799,1.295302013
1836,13,2,12.99129,2.008709853,13.71812081,1.281879195
1837,14,1,12.99184,2.008161045,13.72483221,1.275167785
1838,15,0,12.99293,2.007069059,13.72483221,1.275167785
1839,15,0,12.99402,2.005978261,13.73825503,1.261744966
1840,14,1,12.99457,2.005431831,13.73154362,1.268456376
1841,15,0,12.99566,2.004343105,13.73154362,1.268456376
1842,12,3,12.99512,2.004883342,13.72483221,1.275167785
1843,15,0,12.9962,2.003796095,13.72483221,1.275167785
1844,15,0,12.99729,2.002710027,13.72483221,1.275167785
1845,13,2,12.99729,2.002708559,13.72483221,1.275167785
1846,15,0,12.99838,2.001624256,13.73154362,1.268456376
1847,15,0,12.99946,2.000541126,13.73154362,1.268456376
1848,15,0,13.00054,1.999459167,13.73154362,1.268456376
1849,13,2,13.00054,1.999459459,13.73825503,1.261744966
1850,13,2,13.00054,1.999459751,13.72483221,1.275167785
1851,13,2,13.00054,1.999460043,13.72483221,1.275167785
1852,15,0,13.00162,1.998381004,13.72483221,1.275167785
1853,14,1,13.00216,1.997842503,13.73154362,1.268456376
1854,13,2,13.00216,1.997843666,13.71812081,1.281879195
1855,12,3,13.00162,1.998383621,13.72483221,1.275167785
1856,15,0,13.00269,1.997307485,13.73825503,1.261744966
1857,15,0,13.00377,1.996232508,13.76510067,1.234899329
1858,13,2,13.00377,1.996234535,13.77181208,1.228187919
1859,13,2,13.00376,1.996236559,13.75838926,1.241610738
1860,13,2,13.00376,1.996238581,13.77181208,1.228187919
1861,15,0,13.00483,1.995166488,13.77181208,1.228187919
1862,15,0,13.0059,1.994095545,13.77181208,1.228187919
1863,15,0,13.00697,1.993025751,13.77181208,1.228187919
1864,13,2,13.00697,1.993029491,13.77181208,1.228187919
1865,9,6,13.00482,1.995176849,13.73154362,1.268456376
1866,13,2,13.00482,1.995179432,13.73154362,1.268456376
1867,15,0,13.00589,1.994111349,13.76510067,1.234899329
1868,12,3,13.00535,1.994649545,13.74496644,1.255033557
1869,12,3,13.00481,1.995187166,13.73825503,1.261744966
1870,13,2,13.00481,1.995189738,13.74496644,1.255033557
1871,11,4,13.00374,1.996260684,13.71812081,1.281879195
1872,14,1,13.00427,1.995728777,13.7114094,1.288590604
1873,14,1,13.0048,1.995197439,13.70469799,1.295302013
1874,11,4,13.00373,1.996266667,13.69127517,1.308724832
1875,13,2,13.00373,1.996268657,13.69127517,1.308724832
1876,11,4,13.00266,1.997336175,13.66442953,1.33557047
1877,13,2,13.00266,1.997337593,13.65100671,1.348993289
1878,10,5,13.00106,1.998935604,13.63087248,1.369127517
1879,13,2,13.00106,1.99893617,13.62416107,1.375838926
1880,15,0,13.00213,1.997873472,13.65100671,1.348993289
1881,15,0,13.00319,1.996811902,13.66442953,1.33557047
1882,13,2,13.00319,1.996813595,13.65100671,1.348993289
1883,9,6,13.00106,1.998938429,13.61073826,1.389261745
1884,13,2,13.00106,1.998938992,13.61073826,1.389261745
1885,15,0,13.00212,1.997879109,13.61073826,1.389261745
1886,11,4,13.00106,1.998940117,13.61073826,1.389261745
1887,12,3,13.00053,1.999470339,13.59060403,1.409395973
1888,13,2,13.00053,1.999470619,13.57718121,1.422818792
1889,13,2,13.00053,1.999470899,13.57718121,1.422818792
1890,13,2,13.00053,1.999471179,13.57718121,1.422818792
1891,13,2,13.00053,1.999471459,13.56375839,1.436241611
1892,14,1,13.00106,1.998943476,13.58389262,1.416107383
1893,15,0,13.00211,1.997888068,13.59731544,1.402684564
1894,14,1,13.00264,1.997361478,13.63087248,1.369127517
1895,14,1,13.00316,1.996835443,13.62416107,1.375838926
1896,15,0,13.00422,1.995782815,13.63087248,1.369127517
1897,11,4,13.00316,1.996838778,13.60402685,1.395973154
1898,13,2,13.00316,1.996840442,13.61073826,1.389261745
1899,13,2,13.00316,1.996842105,13.60402685,1.395973154
1900,11,4,13.0021,1.997895844,13.58389262,1.416107383
1901,15,0,13.00315,1.996845426,13.59060403,1.409395973
1902,13,2,13.00315,1.996847084,13.59060403,1.409395973
1903,15,0,13.0042,1.995798319,13.59060403,1.409395973
1904,8,7,13.00157,1.998425197,13.54362416,1.456375839
1905,12,3,13.00105,1.998950682,13.53691275,1.463087248
1906,13,2,13.00105,1.998951232,13.52348993,1.476510067
1907,10,5,12.99948,2.000524109,13.51006711,1.489932886
1908,12,3,12.99895,2.001047669,13.4966443,1.503355705
1909,13,2,12.99895,2.00104712,13.48993289,1.510067114
1910,9,6,12.99686,2.003139717,13.46308725,1.536912752
1911,12,3,12.99634,2.003661088,13.45637584,1.543624161
1912,11,4,12.9953,2.004704652,13.43624161,1.563758389
1913,11,4,12.99425,2.005747126,13.40939597,1.590604027
1914,10,5,12.99269,2.007310705,13.38926174,1.610738255
1915,10,5,12.99113,2.008872651,13.36912752,1.630872483
1916,11,4,12.99009,2.00991132,13.34228188,1.657718121
1917,13,2,12.99009,2.009906152,13.34228188,1.657718121
1918,9,6,12.98801,2.011985409,13.31543624,1.684563758
1919,11,4,12.98698,2.013020833,13.2885906,1.711409396
1920,11,4,12.98594,2.01405518,13.26174497,1.738255034
1921,13,2,12.98595,2.014047867,13.24832215,1.751677852
1922,11,4,12.98492,2.015080603,13.23489933,1.765100671
1923,13,2,12.98493,2.015072765,13.22147651,1.77852349
1924,11,4,12.9839,2.016103896,13.20805369,1.791946309
1925,11,4,12.98287,2.017133956,13.19463087,1.805369128
1926,11,4,12.98184,2.018162948,13.18120805,1.818791946
1927,14,1,12.98237,2.017634855,13.19463087,1.805369128
1928,9,6,12.9803,2.019699326,13.16107383,1.838926174
1929,11,4,12.97927,2.020725389,13.14765101,1.852348993
1930,7,8,12.97618,2.023821854,13.10738255,1.89261745
1931,13,2,12.97619,2.023809524,13.11409396,1.88590604
1932,9,6,12.97413,2.025866529,13.08724832,1.912751678
1933,11,4,12.97311,2.02688728,13.06040268,1.939597315
1934,10,5,12.97158,2.028423773,13.04026846,1.959731544
1935,11,4,12.97056,2.029442149,13.04026846,1.959731544
1936,11,4,12.96954,2.030459473,13.02013423,1.979865772
1937,11,4,12.96852,2.031475748,13,2
1938,13,2,12.96854,2.031459515,12.99328859,2.006711409
1939,9,6,12.96649,2.033505155,12.95302013,2.046979866
1940,7,8,12.96342,2.036579083,12.89932886,2.100671141
1941,11,4,12.96241,2.037590113,12.88590604,2.11409396
1942,13,2,12.96243,2.037570767,12.88590604,2.11409396
1943,11,4,12.96142,2.038580247,12.87248322,2.127516779
